% Model,model2.mph
% Version,COMSOL 6.1.0.357
% Date,"Jul 4 2023, 21:07"
% Dimension,1
% Nodes,5427
% Expressions,1
% Description,Global
% Integration 1 (mm);Integration 1
6.9750;7354.6
7.2000;7399.5
7.4250;7443.6
7.6500;7487.1
7.8750;7529.9
8.1000;7572.0
8.3250;7613.4
8.5500;7654.2
8.7750;7694.3
9.0000;7733.8
9.2250;7772.7
9.4500;7811.0
9.6750;7848.6
9.9000;7885.7
10.125;7922.3
10.350;7958.2
10.575;7993.6
10.800;8028.4
11.025;8062.7
11.250;8096.5
11.475;8129.7
11.700;8162.4
11.925;8194.7
12.150;8226.4
12.375;8257.6
12.600;8288.4
12.825;8318.7
13.050;8348.5
13.275;8377.9
13.500;8406.8
13.725;8435.3
13.950;8463.3
14.175;8490.9
14.400;8518.0
14.625;8544.8
14.850;8571.1
15.075;8597.1
15.300;8622.6
15.525;8647.7
15.750;8672.5
15.975;8696.9
16.200;8720.8
16.425;8744.5
16.650;8767.7
16.875;8790.6
17.100;8813.1
17.325;8835.3
17.550;8857.2
17.775;8878.7
18.000;8899.8
18.225;8920.7
18.450;8941.2
18.675;8961.4
18.900;8981.2
19.125;9000.8
19.350;9020.0
19.575;9039.0
19.800;9057.7
20.025;9076.1
20.250;9094.1
20.475;9111.9
20.700;9129.4
20.925;9146.7
21.150;9163.7
21.375;9180.4
21.600;9196.8
21.825;9213.0
22.050;9228.9
22.275;9244.6
22.500;9260.0
22.725;9275.2
22.950;9290.1
23.175;9304.8
23.400;9319.3
23.625;9333.5
23.850;9347.5
24.075;9361.3
24.300;9374.8
24.525;9388.2
24.750;9401.3
24.975;9414.2
25.200;9426.9
25.425;9439.4
25.650;9451.7
25.875;9463.8
26.100;9475.7
26.325;9487.4
26.550;9499.0
26.775;9510.3
27.000;9521.4
27.225;9532.4
27.450;9543.2
27.675;9553.8
27.900;9564.2
28.125;9574.5
28.350;9584.6
28.575;9594.5
28.800;9604.3
29.025;9613.9
29.250;9623.3
29.475;9632.6
29.700;9641.7
29.925;9650.7
30.150;9659.5
30.375;9668.2
30.600;9676.8
30.825;9685.2
31.050;9693.4
31.275;9701.5
31.500;9709.5
31.725;9717.3
31.950;9725.1
32.175;9732.6
32.400;9740.1
32.625;9747.4
32.850;9754.6
33.075;9761.7
33.300;9768.7
33.525;9775.5
33.750;9782.2
33.975;9788.8
34.200;9795.3
34.425;9801.7
34.650;9808.0
34.875;9814.2
35.100;9820.2
35.325;9826.2
35.550;9832.0
35.775;9837.8
36.000;9843.4
36.225;9849.0
36.450;9854.4
36.675;9859.8
36.900;9865.0
37.125;9870.2
37.350;9875.3
37.575;9880.3
37.800;9885.2
38.025;9890.0
38.250;9894.7
38.475;9899.4
38.700;9904.0
38.925;9908.4
39.150;9912.8
39.375;9917.2
39.600;9921.4
39.825;9925.6
40.050;9929.7
40.275;9933.7
40.500;9937.7
40.725;9941.5
40.950;9945.3
41.175;9949.1
41.400;9952.8
41.625;9956.4
41.850;9959.9
42.075;9963.4
42.300;9966.8
42.525;9970.1
42.750;9973.4
42.975;9976.7
43.200;9979.8
43.425;9982.9
43.650;9986.0
43.875;9989.0
44.100;9991.9
44.325;9994.8
44.550;9997.6
44.775;10000
45.000;10003
8.9918E-5;1.0327
0.22502;2584.4
0.45003;4806.1
0.67502;4896.3
0.90002;4977.8
1.1250;5054.5
1.3500;5127.8
1.5750;5198.3
1.8000;5266.2
2.0250;5332.1
2.2500;5396.1
2.4750;5458.6
2.7000;5519.5
2.9250;5579.0
3.1500;5637.3
3.3750;5694.3
3.6000;5750.2
3.8250;5805.2
4.0500;5859.1
4.2750;5912.1
4.5000;5964.2
4.7250;6015.4
4.9500;6065.7
5.1750;6115.2
5.4000;6163.8
5.6250;6211.7
5.8500;6258.9
6.0750;6305.3
6.3000;6351.0
6.5250;6396.0
6.7500;6440.3
6.9750;6484.0
7.2000;6527.0
7.4250;6569.3
7.6500;6611.1
7.8750;6652.2
8.1000;6692.7
8.3250;6732.6
8.5500;6771.9
8.7750;6810.6
9.0000;6848.8
9.2250;6886.4
9.4500;6923.4
9.6750;6959.9
9.9000;6995.9
10.125;7031.3
10.350;7066.3
10.575;7100.7
10.800;7134.7
11.025;7168.1
11.250;7201.2
11.475;7233.6
11.700;7265.7
11.925;7297.2
12.150;7328.4
12.375;7359.1
12.600;7389.3
12.825;7419.1
13.050;7448.5
13.275;7477.5
13.500;7506.0
13.725;7534.1
13.950;7561.9
14.175;7589.2
14.400;7616.2
14.625;7642.7
14.850;7668.9
15.075;7694.7
15.300;7720.1
15.525;7745.2
15.750;7769.9
15.975;7794.2
16.200;7818.2
16.425;7841.9
16.650;7865.2
16.875;7888.2
17.100;7910.9
17.325;7933.2
17.550;7955.2
17.775;7976.9
18.000;7998.3
18.225;8019.3
18.450;8040.1
18.675;8060.6
18.900;8080.7
19.125;8100.6
19.350;8120.2
19.575;8139.5
19.800;8158.5
20.025;8177.3
20.250;8195.8
20.475;8214.0
20.700;8231.9
20.925;8249.6
21.150;8267.0
21.375;8284.2
21.600;8301.1
21.825;8317.8
22.050;8334.2
22.275;8350.4
22.500;8366.4
22.725;8382.1
22.950;8397.6
23.175;8412.9
23.400;8427.9
23.625;8442.7
23.850;8457.3
24.075;8471.7
24.300;8485.8
24.525;8499.8
24.750;8513.6
24.975;8527.1
25.200;8540.4
25.425;8553.6
25.650;8566.5
25.875;8579.3
26.100;8591.9
26.325;8604.2
26.550;8616.4
26.775;8628.4
27.000;8640.3
27.225;8651.9
27.450;8663.4
27.675;8674.7
27.900;8685.8
28.125;8696.8
28.350;8707.6
28.575;8718.2
28.800;8728.7
29.025;8739.0
29.250;8749.2
29.475;8759.2
29.700;8769.0
29.925;8778.7
30.150;8788.3
30.375;8797.7
30.600;8807.0
30.825;8816.1
31.050;8825.1
31.275;8833.9
31.500;8842.6
31.725;8851.2
31.950;8859.6
32.175;8867.9
32.400;8876.1
32.625;8884.2
32.850;8892.1
33.075;8899.9
33.300;8907.6
33.525;8915.1
33.750;8922.6
33.975;8929.9
34.200;8937.1
34.425;8944.2
34.650;8951.2
34.875;8958.1
35.100;8964.8
35.325;8971.5
35.550;8978.0
35.775;8984.5
36.000;8990.8
36.225;8997.1
36.450;9003.2
36.675;9009.3
36.900;9015.2
37.125;9021.1
37.350;9026.9
37.575;9032.5
37.800;9038.1
38.025;9043.6
38.250;9049.0
38.475;9054.3
38.700;9059.5
38.925;9064.7
39.150;9069.7
39.375;9074.7
39.600;9079.6
39.825;9084.4
40.050;9089.2
40.275;9093.8
40.500;9098.4
40.725;9102.9
40.950;9107.3
41.175;9111.7
41.400;9116.0
41.625;9120.2
41.850;9124.3
42.075;9128.4
42.300;9132.4
42.525;9136.4
42.750;9140.3
42.975;9144.1
43.200;9147.8
43.425;9151.5
43.650;9155.1
43.875;9158.7
44.100;9162.2
44.325;9165.6
44.550;9169.0
44.775;9172.3
45.000;9175.6
8.9918E-5;1.0327
0.22502;2584.4
0.45002;4049.1
0.67502;4134.4
0.90001;4213.0
1.1250;4287.4
1.3500;4358.6
1.5750;4427.0
1.8000;4493.1
2.0250;4557.3
2.2500;4619.8
2.4750;4680.8
2.7000;4740.4
2.9250;4798.7
3.1500;4855.9
3.3750;4912.0
3.6000;4967.0
3.8250;5021.1
4.0500;5074.2
4.2750;5126.4
4.5000;5177.7
4.7250;5228.2
4.9500;5277.9
5.1750;5326.8
5.4000;5374.9
5.6250;5422.3
5.8500;5469.0
6.0750;5514.9
6.3000;5560.2
6.5250;5604.8
6.7500;5648.7
6.9750;5692.0
7.2000;5734.6
7.4250;5776.5
7.6500;5817.9
7.8750;5858.6
8.1000;5898.8
8.3250;5938.4
8.5500;5977.4
8.7750;6015.8
9.0000;6053.7
9.2250;6091.0
9.4500;6127.8
9.6750;6164.1
9.9000;6199.9
10.125;6235.1
10.350;6269.9
10.575;6304.2
10.800;6337.9
11.025;6371.2
11.250;6404.0
11.475;6436.4
11.700;6468.2
11.925;6499.7
12.150;6530.6
12.375;6561.2
12.600;6591.3
12.825;6621.0
13.050;6650.3
13.275;6679.1
13.500;6707.6
13.725;6735.6
13.950;6763.3
14.175;6790.5
14.400;6817.4
14.625;6843.9
14.850;6870.0
15.075;6895.7
15.300;6921.1
15.525;6946.1
15.750;6970.8
15.975;6995.1
16.200;7019.1
16.425;7042.7
16.650;7066.0
16.875;7089.0
17.100;7111.6
17.325;7133.9
17.550;7155.9
17.775;7177.6
18.000;7199.0
18.225;7220.0
18.450;7240.8
18.675;7261.3
18.900;7281.5
19.125;7301.3
19.350;7320.9
19.575;7340.3
19.800;7359.3
20.025;7378.1
20.250;7396.6
20.475;7414.8
20.700;7432.8
20.925;7450.5
21.150;7468.0
21.375;7485.2
21.600;7502.1
21.825;7518.9
22.050;7535.3
22.275;7551.6
22.500;7567.6
22.725;7583.3
22.950;7598.9
23.175;7614.2
23.400;7629.3
23.625;7644.1
23.850;7658.8
24.075;7673.2
24.300;7687.5
24.525;7701.5
24.750;7715.3
24.975;7728.9
25.200;7742.3
25.425;7755.5
25.650;7768.5
25.875;7781.4
26.100;7794.0
26.325;7806.5
26.550;7818.7
26.775;7830.8
27.000;7842.7
27.225;7854.4
27.450;7866.0
27.675;7877.4
27.900;7888.6
28.125;7899.6
28.350;7910.5
28.575;7921.2
28.800;7931.8
29.025;7942.2
29.250;7952.4
29.475;7962.5
29.700;7972.4
29.925;7982.2
30.150;7991.9
30.375;8001.3
30.600;8010.7
30.825;8019.9
31.050;8029.0
31.275;8037.9
31.500;8046.7
31.725;8055.3
31.950;8063.9
32.175;8072.2
32.400;8080.5
32.625;8088.6
32.850;8096.7
33.075;8104.5
33.300;8112.3
33.525;8120.0
33.750;8127.5
33.975;8134.9
34.200;8142.2
34.425;8149.4
34.650;8156.5
34.875;8163.4
35.100;8170.3
35.325;8177.0
35.550;8183.6
35.775;8190.2
36.000;8196.6
36.225;8202.9
36.450;8209.2
36.675;8215.3
36.900;8221.3
37.125;8227.3
37.350;8233.1
37.575;8238.9
37.800;8244.6
38.025;8250.1
38.250;8255.6
38.475;8261.0
38.700;8266.3
38.925;8271.5
39.150;8276.7
39.375;8281.7
39.600;8286.7
39.825;8291.6
40.050;8296.4
40.275;8301.2
40.500;8305.8
40.725;8310.4
40.950;8314.9
41.175;8319.3
41.400;8323.7
41.625;8328.0
41.850;8332.2
42.075;8336.4
42.300;8340.5
42.525;8344.5
42.750;8348.4
42.975;8352.3
43.200;8356.1
43.425;8359.9
43.650;8363.6
43.875;8367.2
44.100;8370.8
44.325;8374.3
44.550;8377.8
44.775;8381.2
45.000;8384.5
8.9918E-5;1.0327
0.22502;2584.4
0.45004;5168.9
0.67503;5656.3
0.90002;5740.7
1.1250;5820.1
1.3500;5895.3
1.5750;5967.4
1.8000;6037.3
2.0250;6104.7
2.2500;6170.3
2.4750;6234.1
2.7000;6296.2
2.9250;6357.0
3.1500;6416.3
3.3750;6474.4
3.6000;6531.4
3.8250;6587.1
4.0500;6641.8
4.2750;6695.5
4.5000;6748.3
4.7250;6800.2
4.9500;6851.1
5.1750;6901.2
5.4000;6950.5
5.6250;6999.0
5.8500;7046.7
6.0750;7093.6
6.3000;7139.7
6.5250;7185.1
6.7500;7229.9
6.9750;7273.9
7.2000;7317.2
7.4250;7359.9
7.6500;7402.0
7.8750;7443.4
8.1000;7484.2
8.3250;7524.4
8.5500;7564.0
8.7750;7603.0
9.0000;7641.5
9.2250;7679.3
9.4500;7716.7
9.6750;7753.4
9.9000;7789.6
10.125;7825.4
10.350;7860.5
10.575;7895.2
10.800;7929.3
11.025;7962.9
11.250;7996.1
11.475;8028.7
11.700;8060.9
11.925;8092.7
12.150;8123.9
12.375;8154.7
12.600;8185.1
12.825;8215.0
13.050;8244.5
13.275;8273.6
13.500;8302.2
13.725;8330.4
13.950;8358.3
14.175;8385.7
14.400;8412.7
14.625;8439.3
14.850;8465.6
15.075;8491.4
15.300;8516.9
15.525;8542.1
15.750;8566.8
15.975;8591.2
16.200;8615.3
16.425;8639.0
16.650;8662.3
16.875;8685.3
17.100;8708.0
17.325;8730.4
17.550;8752.4
17.775;8774.1
18.000;8795.5
18.225;8816.6
18.450;8837.3
18.675;8857.8
18.900;8878.0
19.125;8897.8
19.350;8917.4
19.575;8936.7
19.800;8955.7
20.025;8974.5
20.250;8992.9
20.475;9011.1
20.700;9029.0
20.925;9046.7
21.150;9064.1
21.375;9081.3
21.600;9098.1
21.825;9114.8
22.050;9131.2
22.275;9147.3
22.500;9163.3
22.725;9178.9
22.950;9194.4
23.175;9209.6
23.400;9224.6
23.625;9239.4
23.850;9253.9
24.075;9268.2
24.300;9282.3
24.525;9296.3
24.750;9309.9
24.975;9323.4
25.200;9336.7
25.425;9349.8
25.650;9362.7
25.875;9375.4
26.100;9387.9
26.325;9400.2
26.550;9412.4
26.775;9424.3
27.000;9436.1
27.225;9447.7
27.450;9459.1
27.675;9470.3
27.900;9481.4
28.125;9492.3
28.350;9503.0
28.575;9513.6
28.800;9524.0
29.025;9534.3
29.250;9544.3
29.475;9554.3
29.700;9564.1
29.925;9573.7
30.150;9583.2
30.375;9592.5
30.600;9601.7
30.825;9610.8
31.050;9619.7
31.275;9628.4
31.500;9637.1
31.725;9645.6
31.950;9653.9
32.175;9662.2
32.400;9670.3
32.625;9678.2
32.850;9686.1
33.075;9693.8
33.300;9701.4
33.525;9708.9
33.750;9716.3
33.975;9723.5
34.200;9730.7
34.425;9737.7
34.650;9744.6
34.875;9751.4
35.100;9758.1
35.325;9764.7
35.550;9771.2
35.775;9777.6
36.000;9783.8
36.225;9790.0
36.450;9796.1
36.675;9802.1
36.900;9807.9
37.125;9813.7
37.350;9819.4
37.575;9825.0
37.800;9830.5
38.025;9835.9
38.250;9841.3
38.475;9846.5
38.700;9851.7
38.925;9856.7
39.150;9861.7
39.375;9866.6
39.600;9871.5
39.825;9876.2
40.050;9880.9
40.275;9885.5
40.500;9890.0
40.725;9894.4
40.950;9898.8
41.175;9903.1
41.400;9907.3
41.625;9911.4
41.850;9915.5
42.075;9919.5
42.300;9923.5
42.525;9927.4
42.750;9931.2
42.975;9934.9
43.200;9938.6
43.425;9942.2
43.650;9945.8
43.875;9949.3
44.100;9952.7
44.325;9956.1
44.550;9959.5
44.775;9962.7
45.000;9965.9
